,advice_mgmt_text,approves_ceo,cons_text,employee position,employee_location,employee_status,employee_years_at_company,number_helpful_votes,overall_rating,positive_outlook,pros_text,ratings_career_oportinity,ratings_comp_benefits,ratings_culture_values,ratings_senior_management,ratings_work_life_balance,review date,review_title
440,not mentioned,1.0,"Wish the office were dog-friendly, but that's about it.", Marketing Science Partner,"New York, NY (US)",Current Employee ,M,4,5.0,1.0,"Given the number of employees relative to the size of the company, you always get to work on something meaningful, interesting, and challenging. Compensation is good, hours are great, travel is extremely manageable for most roles, and managers do a great job of balancing between using current strengths and developing new skills in preparation for future roles. The food is also great.",4.0,5.0,5.0,4.0,5.0, 22 Nov 2017,"""Great challenges, great culture"""
441,,1.0,It doesn't matter how hard working you're you are going to be surrounded with a lot of other people who are just as good as you're, Freelancer,"Washington, DC (US)",Current Employee ,L,2,5.0,1.0,Strong leadership. Lots of autonomy. Intelligent and caring colleagues.,4.0,4.0,4.0,5.0,4.0, 26 Nov 2017,"""."""
442,not mentioned,1.0,Work-life balance is a bit tricky as they make it convincing to stay at on campus with all the free food., Software Engineer(Internship),"Menlo Park, CA (US)",Former Employee ,M,1,5.0,1.0,One of the best internships out there. Had a great summer internship with them for two years in a row now. Interned at HQ and the Seattle office and all the offices have their own little perks. Interns get all the same perks as full-time and more including housing and intern events.,5.0,5.0,5.0,5.0,4.0, 28 Nov 2017,"""Internship"""
443,,1.0,Graveyard shift and very far from home, Online Customer Service Representative,"Manila, Manila (Philippines)",Former Employee ,M,0,4.0,1.0,High salary and lots of learnings,4.0,5.0,4.0,4.0,2.0, 15 Dec 2017,"""customer service specialist / call center agent"""
444,,1.0,"Facebook mission clear, execution direction from Leadership down is a miss. Too vacuumed and work on 6-month review beats, so a lot of man/woman for themselves.", Content Marketing Manager,"Menlo Park, CA (US)",Current Employee ,L,1,5.0,1.0,"Smart, driven employees empowered to be impactful and efficient.",5.0,3.0,3.0,4.0,4.0, 27 Nov 2017,"""Content Marketing Manager"""
445,not mentioned,1.0,"Much of the internal mythology about the company's culture isn't really true anymore, now that the company has grown to more than 20K employees. It's still a great place to work, but because the reality doesn't match the speeches it often leaves people feeling betrayed and disillusioned when FB turns out to just be a large tech company.", Director of Engineering,"Menlo Park, CA (US)",Current Employee ,M,1,4.0,1.0,"Empowerment, culture, infrastructure, autonomy, impact, comp",5.0,5.0,4.0,3.0,3.0, 5 Dec 2017,"""Working at Facebook as a senior engineering leader"""
446,not mentioned,1.0,You need to be careful about work-life balance., Specialist,"Menlo Park, CA (US)",Former Employee ,M,1,5.0,,Working on great projects. Continuous innovation and learning. Transparency. Strong leadership. Good culture.,5.0,5.0,5.0,5.0,4.0, 20 Nov 2017,"""Community Operations"""
447,not mentioned,1.0,Middle Management in my role doesn't really get it sometimes. They aren't technical enough to be managing technical analysts.Work-Life Balance can be a struggle and isn't as good at other companies like LinkedIn/Microsoft/Google., Product Quality Analyst,"Menlo Park, CA (US)",Current Employee ,M,2,5.0,1.0,Amazing BenefitsCompetitive SalaryPromotions come quick and fast if you work smart and hardCulture of sharing and cooperationLots of growth oppurtunity and ability to level up your technical skills including formal classes,5.0,5.0,5.0,5.0,2.0, 14 Nov 2017,"""Great Place to Work Learn and Grow"""
448,,1.0,WLB may not be the best depending on what team to are on.Rapid hiring creates office space problem in MPK. New building opening up next year will reduce the problem., Software Engineer,"Menlo Park, CA (US)",Current Employee ,L,1,5.0,1.0,Many interesting engineering problems to work on.Many smart coworkers.Ideas come from engineers bottom up.Open culture.Awesome perks.,5.0,5.0,5.0,5.0,4.0, 17 Nov 2017,"""The best tech company to work for"""
449,,1.0,They have very high requirements here. Impostor syndrome can be definitely an issue if you don't get with the program quickly., Anonymous Employee,"Menlo Park, CA (US)",Former Employee ,M,5,5.0,1.0,"If you want to work with the brightest and best, this is the place to be at. People here are really on top of their game.",5.0,5.0,4.0,3.0,1.0, 27 Oct 2017,"""Most challenging place I've ever worked at"""
450,not mentioned,1.0,"Starting to get fairly bureaucratic, even in 2015. Can't imagine now but I've heard it has only gotten worse.", Software Engineer V,"New York, NY (US)",Former Employee ,M,0,5.0,1.0,Autonomy and freedom to work on projects you're interested inGreat bootcamp trainingEveryone is incredibly intelligent and executes well,5.0,5.0,5.0,4.0,4.0, 11 Nov 2017,"""Great workplace"""
451,,1.0,"One thing I noticed was the first person to 'post' an idea ultimately gets credit for the idea, even if they didn't originate it. Makes it hard to discuss ideas or work collaboratively without fear that your ideas will get stolen. I guess it's part of moving fast and breaking things. Also, propaganda posters decorate all the buildings. They're there for inspiration but it felt more like cultish brainwashing. My …  opinions could be because I was older than about 92% or the population at Menlo Park which skews toward college grads and under 30s. For a veteran of the industry, some of the soft and sentimental ""stories"" sometimes ring false. Some people simply want to go to work and do a job without having to make it a life changing experience.Show More", Product Manager,"Menlo Park, CA (US)",Former Employee ,M,5,4.0,0.0,"outstanding benefits, good people overall",3.0,5.0,3.0,3.0,3.0, 9 Nov 2017,"""great benefits, youth culture"""
452,not mentioned,1.0,Very high expectations.You need to be a bit of a 3-in-1 printer to do good (not just a dev but also a tester and pm and designer and data eng and data scientist).A bit of politics to define goals.Growing bigger is tough on culture., Engineering Manager,"Seattle, WA (US)",Current Employee ,M,5,5.0,1.0,"Pay/compensation is top notch.Independence.Dev environment is a dream for php devs.Variety of tech/products.Great benefits (food, gym).Same salary in seattle as California.",4.0,5.0,5.0,5.0,4.0, 21 Oct 2017,"""Fun work. Tons of independence. Great pay"""
453,,0.0,low raise rate after yearly performance review, Software Engineer,"Menlo Park, CA (US)",Current Employee ,L,1,3.0,0.0,great benefit and self time pacing,4.0,4.0,4.0,2.0,3.0, 19 Nov 2017,"""Software engineer"""
454,not mentioned,1.0,"Highly performance-focused, which can lead to burnout if you aren't careful", Software Engineer,"New York, NY (US)",Current Employee ,M,0,5.0,1.0,"Independence, fast pace, high impact",5.0,5.0,5.0,5.0,4.0, 6 Nov 2017,"""Fast-paced with lots of freedom"""
455,not mentioned,1.0,"Employees are younger, generally speaking, than Google, so there's fewer super well-known people.", Software Engineer,"Seattle, WA (US)",Current Employee ,L,0,5.0,1.0,"The company culture is really great, which is like night and day for productivity.",5.0,5.0,5.0,5.0,5.0, 3 Nov 2017,"""Great company for college grads"""
456,,1.0,not that i can think of realy so not., Technical Employee,"San Francisco, CA (US)",Current Employee ,L,0,3.0,0.0,very good place to work at so nice,3.0,3.0,4.0,3.0,2.0, 15 Nov 2017,"""Good"""
457,not mentioned,1.0,"One thing has underwhelmed me and that is that management isn't as available as I wish it would be. For instance, I would have loved the opportunity to meet and learn from higher-ups and more experienced people more often but am unable to find time on their calendars (Still trying though).", Product Manager,"Menlo Park, CA (US)",Current Employee ,L,2,5.0,1.0,"I've been at Facebook for 7 months now as a Product Manager after 3 years as an entrepreneur and a freelance product and growth consultant. I've noticed the following:1) The company embodies ""move fast"". If you can prove you can create a vision and build momentum for a product and a team, you will be given the reins to move as fast as you can at FB. I've taken a project from 0 to 1 to launch in 4 countries …  in 4 months.2) The company embodies ""be bold"". There are no ""small swings"" around here. There might be a lot of incremental work, optimization and tweaking on all fronts but when the company realizes progress needs to be done in an area, it's no holds barred. The big bet I'm currently leading has lead to 2 teams merging and org structures adapting to enable that shift.3) The company embodies ""be open"" - There is a transparency to the decision making, be it at team level or at management and leadership level I've never encountered before. It's refreshing to be able to ask any question I want to Mark every Friday during the Q&A for instance.Show More",5.0,5.0,5.0,4.0,5.0, 24 Oct 2017,"""A corporation for entrepreneurs"""
